X,Y
-30.492080644771086,-3.284703150704048
14.582328292232093,-0.45048714583009936
-25.19139932905201,10.272352534446306
12.57023294914422,-1.446611407579098
12.58724200499483,-13.21650895500746
-13.493843972830826,-16.759233948574384
-11.913735017432748,-21.1403711532095
16.637804691408665,38.41053399160114
-10.466596524850557,-33.625307794335946
26.006656753939062,-24.238201754760333
-28.250159650794366,42.23403641098567
24.469171473174303,31.266766572113895
3.235533135862342,1.7826095596417515
44.511045369013964,20.560929127721515
1.4013693898529596,-31.11600331766004
47.68946495154787,8.479139580632454
9.074015123405609,-5.099546015559772
-9.925873399985505,-19.84420712444419
-4.947381972814112,11.5118942508058
41.346520313460886,22.91839878735983
-27.225256618508414,61.86156600731967
30.57515204355028,13.128704845573562
-13.991739465736295,14.018150344317222
-35.342699706503204,-45.7856176772189
-41.56431149677569,13.691701468910582
-44.1151802352653,-19.038230937479078
18.8002184395817,7.76531516397414
40.27744678556841,1.9168986398604015
-34.7470901583506,36.2326708636168
-10.801128204210825,13.100397140304993
-18.686030925565415,-49.594314423964185
-28.34157590126108,6.2247790019647455
40.47496932891257,-8.967721714659202
5.9803781549114525,4.92618679579758
-6.020226288129448,11.06473282597527
-25.458531936937547,8.273923470672496
-18.665273485367432,-13.831447834946102
-44.83882950318321,26.017028586836375
-24.09610198509255,2.1371601915420873
-2.7349287850437043,-53.310748109861514
-7.8145572538118016,7.576684350245538
13.9326667383557,-11.144323439822418
-3.503392714684083,-24.52474950497511
-8.08802517170452,-38.99957264408214
-7.792744994829816,19.843392580116717
-6.329303786640582,-29.800679897768475
-49.8311791597396,-12.845339879168243
17.94016752818168,18.900982554694266
-7.25254372111632,-57.08549345750246
30.177315002973604,-42.93207799776932
-22.895436743986018,-24.43245720758213
24.347597320602265,1.2240835435521176
55.266342658236034,-13.289651977874799
-46.864925485434675,31.45789650140853
-1.3686905992447775,-21.189498852815834
-2.7628946199708087,-48.27087782963792
-3.2090117397098927,50.38240495002727
37.64284580178661,10.64047270798371
-46.71261327029293,47.10272436548825
-7.600306602023344,-34.63988611592334
6.266632241070003,17.154202121022653
-10.2481606167288,-55.67833995929838
-44.39777873047305,35.73367328461172
24.60475134195546,-30.146373735352384
-19.920115563455493,-32.17042417461884
-2.8587797446280843,-5.966182663104683
-15.369838282718886,9.856014224881939
45.76175481601365,14.487127704390895
-1.9715778355838518,47.89476096076106
52.5392143215019,12.416729608505538
9.277595485124946,-4.725285763744161
-20.85911986119324,14.538148489790295
-54.766999933255704,-6.697665579064319
-9.407355338371767,31.790526486170663
35.11799309913979,-46.25832805292615
-49.3966475707107,-16.988657205577425
-18.12121237684097,5.694151143636249
-50.47918955139841,12.297704515269368
42.85692108866568,33.00786510169562
-63.93972109300635,24.438187675507315
28.289374517221113,13.474970788584681
-46.76817543965271,33.08280472247934
28.808169241043316,-39.23121504710941
2.0917898606802825,-16.5015962158352
-51.11833988009282,34.95068152896227
-6.8213743896497725,-1.3558227678641595
-18.127164279637068,31.506613520238187
45.71556657762282,8.604719748724458
-44.03136213992943,-13.215334139215022
11.09243113673596,-18.70199479213386
34.11348814527367,-14.861807624332958
7.4521685694820325,29.75945991413198
0.4650858427509472,-27.188377932287107
-0.5677415314159296,4.56018768550757
37.85132805663884,6.199639475801249
-35.96675442653011,39.232964448320885
52.86553044678185,-5.831182433231658
13.560840825053004,1.1084873347188886
29.797750521842055,-43.51695144649134
37.66895523981327,-18.870283977496573
52.616946154988284,-4.336058008163632
25.368281508908556,7.5091045375556025
-31.38219595240337,45.86792920846337
-53.96103394533922,-3.4183915588778198
27.143176378357488,16.34224260134376
-14.587006843523211,13.456109191066549
-47.30582071558499,3.2440933529075577
-29.667933403042873,10.102349783782259
44.728090813388164,35.94890845104628
39.16387043574992,-36.143582877271704
37.07648101428629,-11.873447396062222
0.36066859084252095,-56.98285844695496
-13.42752107389509,-26.111773565401563
-25.88914577781589,31.285405270410482
58.04486898147655,-3.2641005092192246
-25.86581472105604,-9.634086774891612
-41.64788402507822,24.648294982872958
15.574997685257696,-43.85722960422595
-17.064188557505492,1.5516654461324317
7.635045471330329,-29.597359390500156
35.90486211800461,-19.93260853342417
-32.6250615389281,-30.56363285019514
9.314480723396969,-1.7683517658235453
-38.883812935523,4.022156592547126
-35.831849630496876,4.4212873055609005
-49.389108851420644,28.10627578362323
34.36495098155767,-20.965127459603707
-30.355551393815585,-4.917654616266729
-0.6315624141351707,-11.772872814093505
-17.467111990274866,-14.356919700192655
8.081271238009794,13.593970371112231
2.0663813679187513,-0.7461285471219076
39.11860564816759,-1.2001955005652667
0.2198347183085249,44.20074026339562
-40.68939545694517,16.27443688235798
-0.13266117342390335,-30.440768734162912
-57.585195232847994,32.00217161977802
-7.330587983814518,-0.8085455348604301
20.778637419495247,-7.00380843597804
-59.025080968648105,35.0038967366435
50.27853307078297,17.789237401226252
55.77884878363099,17.223020420880268
-47.53771195553412,-28.693311988221286
-23.106918434404722,52.156155986774976
51.03458890053511,20.117954778006606
9.106741105916733,-31.780928546851108
-26.286892285853956,-40.16148392805066
-4.81577001051608,-4.005816842534147
-11.193594954574516,-20.10322990293712
-17.241536097122765,-10.610559678820518
